Distance_(pixels),Gray_Value
653,44.0000
654,44.0000
655,44.0000
656,44.0000
657,44.0000
658,44.0000
659,44.0000
660,44.0000
661,44.0000
662,44.0000
663,44.0000
664,44.0000
665,44.0000
666,46.0000
667,46.0000
668,46.5869
669,47.0000
670,47.0000
671,47.0000
672,46.5186
673,46.5015
674,46.0000
675,46.0000
676,46.0000
677,46.0000
678,46.0000
679,46.0000
680,46.0000
681,46.0000
682,46.0000
683,47.0000
684,47.0000
685,47.0000
686,47.0000
687,47.0000
688,47.0000
689,47.0000
690,47.0000
691,47.0000
692,47.0000
693,47.0000
694,47.0000
695,47.0000
696,47.0000
697,47.0000
698,47.0000
699,47.0000
700,48.0000
701,48.0000
702,48.0000
703,48.0000
704,48.0000
705,48.0000
706,48.0000
707,48.0000
708,48.0000
709,48.0000
710,48.0000
711,48.0000
712,48.0000
713,48.0000
714,48.0000
715,48.0000
716,48.0000
717,48.0000
718,48.0000
719,48.0000
720,48.0000
721,48.0000
722,48.0000
723,48.0000
724,48.0000
725,48.0000
726,48.0000
727,48.0000
728,49.0000
729,49.0000
730,50.0000
731,50.0000
732,50.0000
733,50.0000
734,50.0000
735,50.0000
736,50.0000
737,50.0000
738,50.0000
739,50.0000
740,50.0000
741,50.0000
742,50.0000
743,50.0000
744,50.0000
745,50.0000
746,51.0000
747,51.0000
748,51.0000
749,51.0000
750,51.0000
751,51.0000
752,51.0000
753,51.0000
754,51.0000
755,51.0000
756,51.0000
757,51.0000
758,52.0000
759,52.0000
760,52.0000
761,52.0000
762,52.0000
763,52.0000
764,52.0000
765,52.0000
766,52.0000
767,52.0000
768,52.0000
769,52.0000
770,52.0000
771,52.0000
772,52.0000
773,52.0000
774,52.0000
775,52.0000
776,52.0000
777,52.0000
778,53.0000
779,54.0000
780,54.0000
781,54.0000
782,54.0000
783,53.0000
784,54.0000
785,55.0000
786,54.0000
787,54.4462
788,55.0000
789,55.0000
790,55.0000
791,55.0000
792,55.0000
793,56.0000
794,56.0000
795,56.0000
796,56.0000
797,56.0000
798,56.0000
799,56.0000
800,56.0000
801,56.0000
802,56.0000
803,56.0000
804,56.2633
805,56.0000
806,56.0000
807,56.0000
808,57.0000
809,58.0000
810,58.0000
811,58.0000
812,58.0000
813,58.0000
814,58.0000
815,58.0000
816,58.9417
817,59.0000
818,59.0000
819,59.0000
820,59.0000
821,59.0000
822,60.0000
823,60.0000
824,60.0000
825,60.0000
826,60.0000
827,60.0000
828,60.0000
829,60.0000
830,61.0000
831,61.1980
832,62.0000
833,62.2322
834,62.0000
835,62.0000
836,62.0000
837,62.0000
838,62.0000
839,62.0000
840,61.3518
841,61.0000
842,62.0000
843,63.0000
844,63.4201
845,64.0000
846,63.0000
847,63.0000
848,63.0000
849,64.0000
850,63.0000
851,63.0000
852,64.0000
853,64.0000
854,64.0000
855,64.0000
856,64.0000
857,64.0000
858,63.3407
859,64.0000
860,64.0000
861,64.0000
862,64.7276
863,65.0000
864,65.0000
865,65.0000
866,65.0000
867,65.0000
868,65.0000
869,65.0000
870,65.0000
871,65.0000
872,65.0000
873,65.0000
874,65.0000
875,65.0000
876,65.0000
877,65.0000
878,65.0000
879,65.0000
880,65.0000
881,65.0000
882,65.0000
883,65.0000
884,65.0000
885,65.0000
886,65.0000
887,65.0000
888,65.0000
889,65.0000
890,65.0000
891,65.0000
892,65.0000
893,65.0000
894,65.0000
895,65.0000
896,65.0000
897,65.0000
898,64.0000
899,65.0000
900,66.0000
901,66.3940
902,66.4111
903,66.0000
904,67.0000
905,67.0000
906,67.0000
907,67.0000
908,67.0000
909,67.0000
910,67.0000
911,67.0000
912,67.0000
913,67.0000
914,67.0000
915,67.0000
916,67.0000
917,67.0000
918,67.0000
919,67.0000
920,67.0000
921,67.0000
922,67.0000
923,67.0000
924,67.0000
925,67.0000
926,67.0000
927,67.0000
928,67.0000
929,67.0000
930,67.0000
931,67.0000
932,67.0000
933,67.0000
934,67.0000
935,67.0000
936,67.0000
937,67.0000
938,67.0000
939,67.0000
940,67.0000
941,67.0000
942,67.0000
943,67.0000
944,67.0000
945,67.0000
946,68.0000
947,68.0000
948,68.0000
949,68.0000
950,67.7688
951,67.0000
952,67.0000
953,67.0000
954,68.0000
955,68.0000
956,68.0000
957,68.0000
958,68.0000
959,68.0000
960,68.0000
961,68.0000
962,66.0000
963,66.0000
964,67.0000
965,67.4874
966,68.0000
967,68.0000
968,68.0000
969,68.0000
970,68.0000
971,68.0000
972,68.0000
973,68.0000
974,68.0000
975,68.0000
976,68.0000
977,68.0000
978,68.0000
979,68.0000
980,68.0000
981,68.0000
982,68.0000
983,68.0000
984,68.0000
985,68.0000
986,68.0000
987,68.0000
988,68.0000
989,68.0000
990,68.0000
991,68.0000
992,68.0000
993,68.0000
994,68.0000
995,68.0000
996,68.0000
997,68.0000
998,68.0000
999,68.0000
1000,68.0000
1001,68.0000
1002,68.0000
1003,68.0000
1004,68.0000
1005,68.0000
1006,68.0000
1007,68.0000
1008,68.0000
1009,68.0000
1010,68.0000
1011,68.0000
1012,68.0000
1013,68.0000
1014,68.0000
1015,68.0000
1016,68.0000
1017,68.0000
1018,68.0000
1019,68.0000
1020,68.0000
1021,68.0000
1022,68.0000
1023,68.0000
1024,68.0000
1025,68.0000
1026,67.0000
1027,67.0000
1028,67.0000
1029,67.0000
1030,67.0000
1031,67.0000
1032,67.0000
1033,67.0000
1034,67.0000
1035,67.0000
1036,67.0000
1037,67.0000
1038,67.0000
1039,67.0000
1040,67.0000
1041,67.0000
1042,67.0000
1043,67.0000
1044,67.0000
1045,67.0000
1046,67.0000
1047,67.0000
1048,67.0000
1049,67.0000
1050,67.0000
1051,67.0000
1052,67.0000
1053,67.0000
1054,67.0000
1055,67.0000
1056,67.0000
1057,67.0000
1058,67.0000
1059,67.0000
1060,67.0000
1061,67.0000
1062,67.0000
1063,67.0000
1064,67.0000
1065,67.0000
1066,67.0000
1067,67.0000
1068,67.0000
1069,67.2643
1070,67.2814
1071,67.2985
1072,67.0000
1073,67.0000
1074,67.3497
1075,67.0000
1076,67.0000
1077,67.0000
1078,67.0000
1079,66.4352
1080,66.3568
1081,66.4080
1082,65.4864
1083,65.5035
1084,65.5206
1085,65.0000
1086,65.0000
1087,65.0000
1088,65.0000
1089,65.0000
1090,65.0000
1091,65.0000
1092,65.0000
1093,65.0000
1094,65.0000
1095,65.0000
1096,65.0000
1097,65.0000
1098,65.0000
1099,65.0000
1100,65.0000
1101,65.0000
1102,65.0000
1103,65.0000
1104,65.0000
1105,65.0000
1106,65.0000
1107,65.0000
1108,65.0000
1109,65.0000
1110,65.0000
1111,65.0000
1112,65.0000
1113,65.0000
1114,65.0000
1115,65.0000
1116,65.0000
1117,65.0000
1118,65.0000
1119,65.0000
1120,65.0000
1121,65.0000
1122,65.0000
1123,65.0000
1124,65.0000
1125,65.0000
1126,64.0000
1127,64.0000
1128,64.0000
1129,64.0000
1130,64.0000
1131,63.0000
1132,63.0000
1133,63.0000
1134,63.0000
1135,63.0000
1136,63.0000
1137,62.0000
1138,62.0000
1139,62.0000
1140,62.0000
1141,62.0000
1142,61.5116
1143,61.0000
1144,61.0000
1145,61.0000
1146,59.5799
1147,59.5970
1148,60.6141
1149,60.0000
1150,59.6482
1151,59.6653
1152,60.0000
1153,61.0000
1154,60.0000
1155,60.0000
1156,60.0000
1157,60.0000
1158,60.0000
1159,60.0000
1160,60.0000
1161,60.0000
1162,59.0000
1163,59.0000
1164,58.0000
1165,58.0000
1166,58.0000
1167,58.0000
1168,58.0000
1169,58.0000
1170,57.0000
1171,58.0000
1172,58.0000
1173,58.0000
1174,57.0000
1175,56.0000
1176,56.0000
1177,56.0000
1178,56.0000
1179,56.0000
1180,56.0000
1181,56.0000
1182,56.0000
1183,56.0000
1184,56.0000
1185,56.0000
1186,56.0000
1187,56.0000
1188,56.0000
1189,55.0000
1190,55.0000
1191,55.0000
1192,55.0000
1193,55.0000
1194,55.0000
1195,54.0000
1196,54.0000
1197,54.0000
1198,54.0000
1199,54.0000
1200,54.0000
1201,54.0000
1202,52.4633
1203,52.4462
1204,52.0000
1205,52.0000
1206,51.3950
1207,52.0000
1208,52.0000
1209,52.0000
1210,52.0000
1211,52.0000
1212,52.0000
1213,52.0000
1214,52.0000
1215,52.0000
1216,52.0000
1217,52.0000
1218,52.0000
1219,52.0000
1220,52.0000
1221,52.0000
1222,52.0000
1223,52.0000
1224,51.0000
1225,51.0000
1226,51.0000
1227,51.0000
1228,51.0000
1229,51.0000
1230,51.0000
1231,51.0000
1232,51.0000
1233,51.0000
1234,51.0000
1235,51.0000
1236,50.8824
1237,50.0000
1238,50.0000
1239,50.0000
1240,50.0000
1241,50.7970
1242,50.0000
1243,50.0000
1244,50.0000
1245,50.0000
1246,50.0000
1247,50.0000
1248,50.0000
1249,50.0000
1250,50.0000
1251,50.0000
1252,49.0000
1253,48.0000
1254,48.0000
1255,48.0000
1256,48.0000
1257,48.0000
1258,48.0000
1259,48.0000
1260,48.0000
1261,48.0000
1262,48.0000
1263,48.0000
1264,48.0000
1265,48.0000
1266,48.0000
1267,48.0000
1268,48.0000
1269,48.0000
1270,48.0000
1271,48.0000
1272,48.0000
1273,48.0000
1274,48.0000
1275,48.0000
1276,48.0000
1277,48.0000
1278,48.0000
1279,48.0000
1280,48.0000
1281,48.0000
1282,47.9035
1283,47.0000
1284,47.0000
1285,47.0000
1286,47.0000
1287,47.0000
1288,47.0000
1289,47.0000
1290,47.0000
1291,47.0000
1292,47.0000
1293,47.0000
1294,47.0000
1295,47.0000
1296,47.0000
1297,47.0000
1298,47.0000
1299,47.0000
1300,46.0000
1301,46.0000
1302,46.0000
1303,46.0000
1304,46.0000
1305,46.0000
1306,46.0000
1307,46.0000
1308,46.0000
1309,46.0000
1310,46.0000
1311,46.0000
1312,45.0000
1313,45.0000
1314,45.0000
1315,44.0000
1316,44.0000
1317,44.0000
1318,44.0000
1319,44.0000
1320,44.0000
1321,44.0000
1322,44.0000
1323,44.0000
1324,44.0000
1325,44.0000
1326,44.0000
1327,44.0000
1328,44.0000
1329,44.0000
1330,44.0000
1331,44.0000
1332,44.0000
1333,44.0000
1334,44.0000
1335,44.0000
1336,44.0000
1337,44.0000
1338,44.0000
1339,44.0000
1340,44.0000
1341,44.0000
1342,44.0000
1343,44.0000
1344,44.0000
1345,44.0000
1346,43.0000
1347,43.0000
1348,43.0000
1349,43.0000
1350,43.0000
1351,43.0000
1352,43.0000
1353,43.0000
1354,43.0000
1355,43.0000
1356,43.0000
1357,43.0000
1358,43.0000
1359,43.0000
1360,43.0000
1361,43.0000
1362,43.0000
1363,43.0000
1364,43.0000
1365,43.0000
1366,43.0000
1367,43.0000
1368,42.0000
1369,42.0000
1370,42.0000
1371,42.0000
1372,42.0000
1373,42.0000
1374,42.0000
1375,42.0000
1376,42.0000
1377,42.0000
1378,42.0000
1379,42.0000
1380,42.0000
1381,42.0000
1382,42.0000
1383,42.0000
1384,42.0000
1385,42.0000
1386,42.0000
1387,42.0000
1388,42.0000
1389,42.0000
1390,42.0000
1391,42.0000
1392,42.0000
1393,42.0000
1394,42.0000
1395,41.0000
1396,40.0000
1397,40.0000
1398,40.0000
1399,40.0000
1400,40.0000
1401,39.0000
1402,40.0000
1403,40.0000
1404,40.0000
1405,40.0000
1406,40.0000
1407,40.0000
1408,40.0000
1409,40.0000
1410,40.0000
1411,40.0000
1412,40.0000
1413,40.0000
1414,40.0000
1415,40.0000
1416,40.0000
1417,40.0000
1418,40.0000
1419,40.0000
1420,40.0000
1421,40.0000
1422,40.0000
1423,40.0000
1424,40.0000
1425,40.0000
1426,40.0000
1427,40.0000
1428,40.0000
1429,40.0000
1430,40.0000
1431,40.0000
1432,40.0000
1433,40.0000
1434,40.0000
1435,40.0000
1436,40.0000
1437,40.0000
1438,40.0000
1439,40.0000
1440,40.0000
1441,40.0000
1442,40.0000
1443,40.0000
1444,40.0000
1445,40.0000
1446,40.0000
1447,40.0000
1448,40.0000
1449,40.0000
1450,40.0000
1451,40.0000
1452,40.0000
1453,40.0000
1454,40.0000
1455,40.0000
1456,40.0000
1457,40.0000
1458,40.0000
1459,40.0000
1460,40.0000
1461,40.0000
1462,40.0000
1463,40.0000
1464,40.0000
1465,40.0000
1466,40.0000
1467,40.0000
1468,39.0000
1469,39.0000
1470,39.0000
1471,39.0000
1472,39.0000
1473,39.0000
1474,39.0000
1475,39.0000
1476,39.0000
1477,39.0000
1478,39.0000
1479,39.0000
1480,39.0000
1481,39.0000
1482,39.0000
1483,39.0000
1484,39.0000
1485,39.0000
1486,39.0000
1487,39.0000
1488,39.0000
1489,39.0000
1490,39.0000
1491,39.0000
1492,39.0000
1493,39.0000
1494,39.0000
1495,39.0000
1496,39.0000
1497,39.0000
1498,39.5940
1499,39.0000
1500,39.0000
1501,39.0000
1502,39.0000
1503,38.0000
1504,38.0000
1505,38.0000
1506,38.0000
1507,38.0000
1508,38.0000
1509,38.0000
1510,38.0000
1511,38.0000
1512,38.0000
1513,38.0000
1514,38.0000
1515,38.0000
1516,38.0000
1517,38.0000
1518,38.0000
1519,38.0000
1520,38.0000
1521,38.0000
1522,37.9960
1523,37.0000
1524,36.0000
1525,35.0553
1526,36.0000
1527,36.0000
1528,36.0000
1529,36.0000
1530,36.0000
1531,36.0000
1532,36.0000
1533,36.0000
1534,36.0000
1535,36.0000
1536,36.0000
1537,36.0000
1538,36.0000
1539,36.0000
1540,36.0000
1541,36.0000
1542,36.0000
1543,36.0000
1544,36.0000
1545,36.0000
1546,36.0000
1547,36.0000
1548,36.0000
1549,36.0000
1550,36.0000
1551,36.0000
1552,36.0000
1553,36.0000
1554,36.0000
1555,36.0000
1556,35.8302
1557,35.3980
1558,35.0000
1559,34.6362
1560,34.6533
1561,35.0000
1562,35.0000
1563,35.0000
1564,35.0000
1565,35.0000
1566,35.0000
1567,34.7729
1568,34.0000
1569,34.0000
1570,33.1759
1571,33.1588
1572,33.1417
1573,34.0000
1574,34.0000
1575,33.9095
1576,33.9266
1577,32.9437
1578,32.0000
1579,32.0000
1580,32.0000
1581,32.0000
1582,32.0000
1583,32.0000
1584,32.0000
1585,32.0000
1586,32.0000
1587,32.0000
1588,32.0000
1589,32.0000
1590,31.0000
1591,31.0000
1592,31.0000
1593,31.0000
1594,31.7658
1595,31.7487
1596,31.7317
1597,31.0000
1598,31.0000
1599,31.0000
1600,31.0000
1601,31.0000
1602,31.0000
1603,31.0000
1604,30.0000
1605,30.0000
1606,29.0000
1607,29.0000
1608,29.0000
1609,29.0000
1610,29.0000
1611,29.0000
1612,29.0000
1613,29.0000
1614,28.0000
1615,28.0000
1616,28.0000
1617,28.0000
1618,29.0000
1619,28.3387
1620,28.0000
1621,28.0000
1622,28.0000
1623,28.0000
1624,28.0000
1625,28.0000
1626,27.0000
1627,27.0000
1628,27.0000
1629,27.1678
1630,27.0000
1631,27.0000
1632,26.0000
1633,25.0000
1634,26.0000
1635,26.0000
1636,26.0000
1637,25.0000
1638,25.0000
1639,25.0000
1640,25.0000
1641,25.0000
1642,25.0000
1643,25.0000
1644,25.0000
1645,25.0000
1646,25.0000
1647,25.0000
1648,25.0000
1649,25.0000
1650,25.0000
1651,24.0000
1652,23.0000
1653,23.0000
1654,24.0000
1655,24.0000
1656,24.0000
1657,24.0000
1658,24.0000
1659,24.0000
1660,23.0000
1661,23.0000
1662,23.0000
1663,23.0000
1664,23.0000
1665,23.0000
1666,23.0000
1667,23.0000
1668,23.0000
1669,23.0000
1670,23.0000
1671,23.0000
1672,23.0000
1673,23.0000
1674,23.0000
1675,23.0000
1676,23.0000
1677,23.0000
1678,22.0000
1679,22.0000
1680,22.0000
1681,22.0000
1682,22.0000
1683,22.0000
1684,22.0000
1685,22.0000
1686,22.0000
1687,22.0000
1688,22.0000
1689,22.0000
1690,22.0000
1691,22.0000
1692,22.0000
1693,22.0000
1694,22.0000
1695,22.0000
1696,22.0000
1697,22.0060
1698,22.0000
1699,22.0000
1700,22.0000
1701,22.0000
1702,22.0000
1703,21.0000
1704,21.0000
1705,20.0000
1706,20.0000
1707,20.0000
1708,21.0000
1709,21.0000
1710,21.0000
1711,21.0000
1712,21.0000
1713,21.0000
1714,21.0000
1715,21.0000
1716,21.0000
1717,21.0000
1718,21.0000
1719,21.0000
1720,21.0000
1721,21.0000
1722,21.0000
1723,21.0000
1724,21.0000
1725,21.0000
1726,21.0000
1727,21.0000
1728,21.0000
1729,21.0000
1730,21.0000
1731,21.0000
1732,21.0000
1733,21.0000
1734,21.0000
1735,21.0000
1736,21.0000
1737,21.0000
1738,21.0000
1739,21.0000
1740,21.0000
1741,21.0000
1742,21.0000
1743,21.0000
1744,21.0000
1745,21.0000
1746,21.0000
1747,21.0000
1748,20.0000
1749,20.0000
1750,20.0000
1751,20.0000
1752,20.0000
1753,20.0000
1754,20.0000
1755,20.0000
1756,20.0000
1757,20.0000
1758,20.0000
1759,20.9467
1760,21.0000
1761,21.0000
1762,21.0000
1763,21.0000
1764,20.8613
1765,20.0000
1766,20.0000
1767,20.0000
1768,20.0000
1769,20.0000
1770,20.0000
1771,20.0000
1772,20.0000
1773,20.0000
1774,20.0000
1775,20.0000
1776,20.0000
1777,20.0000
1778,20.0000
1779,20.0000
1780,20.0000
1781,20.0000
1782,20.0000
1783,20.0000
1784,20.0000
1785,20.0000
1786,20.0000
1787,20.0000
1788,20.0000
1789,20.0000
1790,20.0000
1791,20.0000
1792,20.0000
1793,20.0000
1794,20.0000
1795,20.0000
1796,20.0000
1797,20.0000
1798,20.0000
1799,20.0000
1800,20.0000
1801,20.0000
1802,20.0000
1803,20.0000
1804,20.0000
1805,20.0000
1806,20.0000
1807,20.0000
1808,20.0000
1809,20.0000
1810,20.0000
1811,20.0000
1812,20.0000
1813,20.0000
1814,20.0000
1815,20.0000
1816,20.0000
1817,20.0000
1818,20.0000
1819,20.0000
1820,20.0000
1821,20.0000
1822,20.0000
1823,20.0000
1824,20.0000
1825,20.0000
1826,20.0000
1827,20.0000
1828,20.0000
1829,20.0000
1830,20.0000
1831,20.0000
1832,20.0000
1833,20.0000
1834,20.0000
1835,20.0000
1836,20.0000
1837,20.0000
1838,20.0000
1839,20.0000
1840,20.0000
1841,20.0000
1842,20.0000
1843,20.0000
1844,20.0000
1845,20.0000
1846,20.0000
1847,20.0000
1848,20.0000
1849,20.0000
1850,20.0000
1851,20.0000
1852,20.0000
1853,20.0000
1854,20.0000
1855,20.0000
1856,20.0000
1857,20.0000
1858,20.0000
1859,20.0000
1860,20.0000
1861,20.0000
1862,20.0000
1863,20.0000
1864,20.0000
1865,20.0000
1866,20.0000
1867,20.0000
1868,20.0000
1869,20.0000
1870,20.0000
